force_x_max,force_y_max,force_z_max,vb_x_max,vb_y_max,vb_z_max,ae_rms_max,force_x_median,force_y_median,force_z_median,vb_x_median,vb_y_median,vb_z_median,ae_rms_median,force_x_mean,force_y_mean,force_z_mean,vb_x_mean,vb_y_mean,vb_z_mean,ae_rms_mean,force_x_std,force_y_std,force_z_std,vb_x_std,vb_y_std,vb_z_std,ae_rms_std,flute_1
3.744,10.724,4.56,0.33,0.347,0.354,0.01,0.377,0.641,0.708,0.009,0.014,0.018,0,0.400857299,0.629463104,0.705132042,0.009306533,0.013555609,0.018199554,-5.98E-05,0.842470978,1.635963552,1.127490547,0.076349657,0.076314948,0.07656391,0.002229609,32.31711361
8.427,14.302,7.41,0.399,0.35,0.409,0.122,0.705,0.996,0.937,-0.003,-0.011,-0.013,0.037,1.028150864,1.118580483,1.024095046,-0.003230245,-0.010850204,-0.012855468,0.038556074,1.864981312,3.149954962,1.683554699,0.085350238,0.085026758,0.086950503,0.012941059,37.914879
11.534,20.826,11.815,0.433,0.4,0.418,0.18,1.428,2.104,1.529,-0.005,-0.009,-0.01,0.064,1.776092354,2.347886262,1.833988008,-0.004906822,-0.009859044,-0.01177251,0.066570517,2.672094525,4.816030479,2.6896913,0.095641334,0.093816705,0.098038411,0.019153435,43.08790971
11.788,24.148,12.852,0.443,0.421,0.409,0.234,1.766,2.407,1.657,-0.001,-0.004,-0.005,0.076,2.104920342,2.721446465,2.02451409,-0.001283383,-0.004830604,-0.005906696,0.080002844,2.992561431,5.532474865,3.12134152,0.099031787,0.097125315,0.102088232,0.022859672,47.8590723
12.555,24.337,11.704,0.447,0.399,0.395,0.241,2.428,2.029,0.69,0.015,0.022,0.03,0.085,2.831384115,2.351168508,1.150254623,0.015474977,0.021317476,0.028552208,0.089196422,2.979763772,5.747391945,3.294658702,0.083672285,0.081349764,0.087516507,0.024688038,52.25032922
14.291,26.583,12.352,0.435,0.354,0.382,0.254,2.527,1.976,0.668,-0.005,-0.015,-0.018,0.089,2.930667849,2.332707895,1.192190563,-0.004698418,-0.015314577,-0.018278557,0.095283227,2.987073092,5.89699798,3.481789642,0.083199397,0.081015215,0.086998221,0.028012562,56.28276562
13.014,27.215,13.221,0.426,0.363,0.427,0.244,2.664,2.086,0.695,-0.008,-0.013,-0.017,0.098,3.016910015,2.443146622,1.274427095,-0.008552222,-0.014361578,-0.018441728,0.102949431,3.015805695,6.012859642,3.654964149,0.083401419,0.081762415,0.087630346,0.027359275,59.97661561
13.322,26.872,14.355,0.419,0.367,0.419,0.276,2.745,2.148,0.736,-0.004,-0.008,-0.009,0.106,3.094588901,2.531578626,1.361133662,-0.004029137,-0.008580334,-0.010350591,0.111545734,2.976187878,6.084958244,3.744587187,0.085868259,0.084275295,0.089599978,0.030671292,63.3512879
10.615,26.321,14.216,0.413,0.356,0.359,0.286,2.286,2.094,1.422,0.008,0.011,0.015,0.109,2.710923822,2.546445781,2.001763976,0.008268829,0.010666633,0.014353258,0.115051572,2.87349516,5.861152768,3.687847607,0.080516765,0.07717222,0.083747976,0.032367782,66.4253909
10.99,25.764,14.509,0.359,0.316,0.361,0.302,2.289,2.03,1.423,-0.003,-0.011,-0.013,0.111,2.689304598,2.525279571,1.995142143,-0.003324568,-0.010986333,-0.013223896,0.117262337,2.861803214,5.897866506,3.731215128,0.078730428,0.075609618,0.082025988,0.033072234,69.21675719
11.397,26.906,16.056,0.376,0.327,0.38,0.332,2.391,2.149,1.447,-0.005,-0.01,-0.012,0.117,2.768736176,2.633744334,2.082584015,-0.005054649,-0.010076384,-0.012541655,0.124438533,2.947110821,6.030967561,3.863391309,0.077182373,0.074833563,0.081453604,0.034851847,71.74246752
